Name,Latitude,Longitude,Floors,Floors Source,Stores,Dynamic Stores,Store Names,Stores Source,Opening year,Area,Area Source,Owner,Shape,Wikipedia Link
Kallang Wave Mall,1.3032,103.8729,3,https://kallangwavemall.sg/,74,0.3333333333,,https://singmalls.app/en/malls/kallang-wave-mall/directory,2014,441320,https://www.straitstimes.com/singapore/smrt-secures-80-occupancy-for-sports-hub-mall,,,https://en.wikipedia.org//wiki/Kallang_Wave_Mall
Katong Shopping Centre,1.3039,103.9012,7,http://katongshoppingcentre.com/directory/,145,145,Pest Control Singapore;  Wu Hoh & Co;  C Y Wu Architects;  Shin Hua Acupuncture Medical Centre;  Silver Comb Hairdressing & Beauty Saloon;  Jen-Fanny Unisex Salon;  Millan Hairdressing Beauty Salon;  Chris Salon De Beaute; C PTC Hair N Beauty Workshop;  Edral Beauty House;  Flowwisimme Beauty Centre;  Ayurvedic Life and Beauty;  Viva Salon;  Celestine Hair Studio Unisex;  Sybelle Fashion;  Yen Collection;  Kizo Collection;  Italian Trend;  Veronica Fashion;  Gala Garment Pte Ltd;  Gala Garment Pte Ltd;  Gala Garment Pte Ltd;  Gala Garment Pte Ltd;  Zuya Trading Co.;  Zuya Trading Co.;  Lee Boutique;  Uptrend Design;  Elounge Fashion;  Pely Shoes Co.;  Narita Dessmaker;  Immanuel Fashion;  Superfine Bridal Salon & Studio;  Citimac Renovation Pte Ltd;  3rd Dimension & Associates Interior Architecture; A House of Design;  Creative Interior Design;  Eng Kee Piling Co. Pte Ltd;  KCS Design & Construction Pte Ltd;  True Vine Christian Bookroom;  SLC Computer Services;  Cargowise EDI (S) Pte Ltd;  Associated Interior Decoration Pte Ltd;  Asanta Furnishings Pte Ltd;  Rey IM Cosmetic House;  Aroma Stationers;  Mui Hong Enterprise;  Educare4U Pte Ltd;  Olour-Vision Learning Centre;  United Continental Co. Pte Ltd;  Kew Lights;  Teo Heng Karaoke Music Centre (KTV);  Teo Heng Trading Pte Ltd (Karaoke);  Vartronics (S) Pte Ltd;  Gin Kee Electrical Co.;  Rolf Associates Pte Ltd;  Alsovec Property Network;  New Café;  Katong Gourmet Centre;  Miki Snacks;  Heng Heng Snack Bar;  Choon Heng Snack Bar;  Ho Ann Snack;  Mei Fang (Chicken Rice);  Greenfields Ptd Ltd;  Violet’s Florists;  Passion Florists;  Leng Goldsmiths & Jewellers;  Yoong Fatt Goldsmith & Jewellery;  Glory Dental Surgery;  Best Foot Care;  Chan Family Clinic;  Bodicaire Theraphy Circle;  Lin Feng Health Products & Foot Reflexolofy Centre;  Sardar Tara Singh;  Paramous Maids Agency;  Raymond Maids Agency;  Faith Employment Agency;  Quality Maid Employment;  Hiang Siong Jade Co.;  Sound Service & Trading;  Musicene Audio Pte Ltd;  Jamco Optical Co.;  Southern Optical House;  Sintat Optical House;  Luster Optical House;  Popular Philatelic Agency;  Geok Ming Trading Service;  Dowell Photocopy Service;  Mitaka Printing & Photocopy;  Pan City Photostat Service;  Trisen Photocopy & Supplies;  Louvy Printing & Stationery Supplies;  Upland Realty & Management Pte Ltd;  Ridgevale Property Pte Ltd;  Hoe Soon Development Ptd Ltd;  Johnson Uniform & Trading Co.;  Serpico Fashion House;  High Fashion Tailor;  Saints Gents Tailor;  Marksman Tailor;  Advance Tailor;  Topman Fashion Tailoring;  Wee Ping Tailor;  Herren Fashion House;  Yong Fashion Design;  United Dept Store;  Saint Textiles;  Katong Textiles Pte Ltd;  RCD Trading;  A-Team One International Services Pte Ltd;  Singapore Marine Transport Pte Ltd;  Ngee Kheong Watch Dealer;  Ngee Kheong Co.;  Standard Photo Pte Ltd;  Baabulmas Pte Ltd;  Morgan Hobby Craft Centre;  Singapore Pools Retailer;  Vmax Solutions Pte Ltd;  Perfect Arts Frame Maker;  The Hearing Centre Pte Ltd;  AL Mobilelink;  Auapet Centre;  Centrehold Pte Ltd;  Erie Adornment House Pte Ltd;  Golden River Shoe;  Gan Management Pte Ltd;  Ideas Interior Design & Contract; D John Teo Productions Pte Ltd;  Lashino Trading;  LC Chua Consulting Engineers;  Mac Shoe & Wear;  Nanyang Store;  168 Textiles;  Pan Classic Enterprise;  Parks & Play Pte Ltd;  Shining Handbag Centre;  Allied Supply Pte Ltd;  Amalgamated Technical School;  Architects Vista Pte Ltd;  GKL Associates;  LG Cable Ltd Singapore Branch;  Management Corporation S T No. 557;  Proton Secretarial Services Pte Ltd;  P.N. Cheong & Co;  Trend Employment Agency,http://katongshoppingcentre.com/directory/,1973,90000,,,,https://en.wikipedia.org//wiki/Katong_Shopping_Centre
Katong Square,1.3048,103.9046,,,,,,,,,,,,
Katong V,1.3036,103.9030,3,https://www.fareastmalls.com.sg/en/katong-v/shops,31,0.3333333333,,https://singmalls.app/en/malls/katong-v/directory,2008,47184,https://www.fareastmalls.com.sg/en/katong-v/lease-with-us,Far East Malls,,
Keat Hong Shopping Centre,1.3774,103.7444,,,,,,,,,,HDB,,
KINEX,1.3147,103.8948,4,https://www.kinex.com.sg/shopping,88,23,CGS Party; Gifts & Hobbies; 03-16; DACO; Home & Furnishings; 03-11; Eccellente by HAO mart; Supermarket; B1-36; EVRYWEAR; Fashion & Accessories; 01-24; excluniqueee; Fashion & Accessories; 01-35; FOMO Market; Fashion & Accessories; 01-32 to 01-33; FOUR STAR; Home & Furnishings; 02-45; Giordano; Fashion & Accessories; 01-45 to 01-46; Hirocon; Fashion & Accessories; 01-22 to 01-23; Japan Home; Home & Furnishings; B1-12; Kawata House of Socks; Fashion & Accessories; 01-28; Ming Sing Flowers; Home & Furnishings; 03-20 to 03-24; MR. DIY; Home & Furnishings; 03-29; Prestige Boutique; Fashion & Accessories; 01-48; REFASH; Fashion & Accessories; 01-36 to 01-37; Sealy Posturepedic; Home & Furnishings; 03-35; Selffix DIY; Home & Furnishings; B1-21; SHOP.LOVE.PLAY @ SIANEDER; Fashion & Accessories; 01-55; Steve Florists; Home & Furnishings; 03-36 to 03-37; Surfers Paradise; Fashion & Accessories; 01-54; Tasty Farm by Song Fish; Supermarket; B1-15 to B1-16; Tracce; Fashion & Accessories; 01-57; Vanda Win; Home & Furnishings; 03-25 to 03-41,https://singmalls.app/en/malls/kinex/directory,2019,202479,https://links.sgx.com/FileOpen/FY2019Presentationslides.ashx?App=Announcement&FileID=598414,,,
KKH The Retail Mall,1.3106,103.8468,,,,,,,,,,,,
Knightsbridge,1.3030,103.8363,,,,,,,,,,,,
Le Quest,1.3558,103.7412,1,https://www.lequestcondo.sg/49-retail-shop-units-and-restaurants-with-4-storeys-podium-at-le-quest/,38,,,https://www.lequest.com.sg/shop/directory/,2020,45000,https://www.knightfrank.com/properties/commercial/to-let/le-quest-461b-bukit-batok-west-ave-8/sgretaillequest,,,
Leisure Park Kallang,1.3022,103.8764,5,https://leisurepark.com.sg/store-directory/,60,,,https://leisurepark.com.sg/store-directory/,1982,188000,,,,https://en.wikipedia.org//wiki/Leisure_Park_Kallang
Liang Court,1.2914,103.8447,7,,53,,,,1984,254631,,,,https://en.wikipedia.org//wiki/Liang_Court
Liat Towers,1.3053,103.8306,21,,,,,,1979,,,,,https://en.wikipedia.org//wiki/Liat_Towers
Limbang Shopping Centre,1.3922,103.7436,,,,,,,,,,HDB,,
Lot One,1.3852,103.7450,6,https://map.capitaland.com/wayfind.jsp?mall=lotoneshoppersmall&id=t-amaesthetics-lotoneshoppersmall,148,0.3333333333,,https://singmalls.app/en/malls/lot-one/directory,1996,219836,https://www.capitaland.com/sg/en/lease/mall-listing/lot-one-shoppers-mall.html,CapitaLand,,https://en.wikipedia.org//wiki/Lot_One
Loyang Point,1.3669,103.9644,2,https://www.loyangpoint.com/,77,,,https://www.loyangpoint.com/,1995,75000,https://fct.frasersproperty.com/newsroom/20140512_175650_J69U_EQ6ASZLFT5NIS5LM.3.pdf,HDB,,
Lucky Plaza,1.3045,103.8339,7,http://www.luckyplaza.com.sg/store-guide/,513,,,http://www.luckyplaza.com.sg/store-guide/,1977,175200,https://www.commercialguru.com.sg/find-commercial-properties/property-for-rent/at-lucky-plaza-19770/1,,,https://en.wikipedia.org//wiki/Lucky_Plaza
Mandarin Gallery,1.3021,103.8364,4,https://www.ouect.com/mandarin-gallery.html,100,0.3333333333,,https://singmalls.app/en/malls/mandarin-gallery/directory,2010,126282,https://www.ouect.com/mandarin-gallery.html,,,
Marina Bay Financial Centre Tower 3,1.2791,103.8545,,,,,,,,,,,,
Marina Bay Link Mall,1.2800,103.8540,5,https://www.marinabaylink.com.sg/directory/store-name.html,55,,,https://www.rqam.com.sg/press_media/marina-bay-link-mall-is-open/,2010,93800,https://www.rqam.com.sg/press_media/marina-bay-link-mall-is-open/,,,https://en.wikipedia.org//wiki/Marina_Bay_Link_Mall
Marina Bay Sands Shoppes,1.2850,103.8594,5,https://www.marinabaysands.com/shopping/store-directory.html,216,,,https://www.marinabaysands.com/shopping/store-directory.html,2010,800000,https://www.marinabaysands.com/content/dam/singapore/marinabaysands/master/main/home/company-information/media-centre/marina-bay-sands-amenities/factsheet-the-shoppes-at-marina-bay-sands.pdf,,,https://en.wikipedia.org//wiki/Marina_Bay_Sands
Marina One,1.2772,103.8530,4,https://www.marinaone.com.sg/heart0.html#,41,,,https://www.marinaone.com.sg/heart0.html#,2018,140000,http://www.marinaones.com/,,,https://en.wikipedia.org//wiki/Marina_One
Marina Square,1.2911,103.8575,5,https://www.marinasquare.com.sg/Stores,190,,,https://www.marinasquare.com.sg/ContactUs/LeaseEnquiry,1985,780000,https://www.asiaone.com/News/Latest%2BNews/Singapore/Story/A1Story20130418-416732.html,,,https://en.wikipedia.org//wiki/Marina_Square
Marsiling Mall,1.4335,103.7797,,,,,,,,,,,,
Midpoint Orchard,1.3018,103.8387,,,,,,,,,,,,
Millenia Walk,1.2928,103.8598,2,http://www.milleniawalk.com/shops,188,,,http://www.milleniawalk.com/shops,1995,322917,"https://www.emporis.com/buildings/106379/millenia-walk-singapore-singapore#:~:text=Millenia%20mall%20covers%20more%20than,area%20of%2030%2C000%20square%20metres.",,,https://en.wikipedia.org//wiki/Millenia_Walk
Mustafa Centre,1.3097,103.8558,6,http://www.mustafa.com.sg/mustafalocationmap/,1,,,,1995,400000,,,,https://en.wikipedia.org//wiki/Mustafa_Centre
myVillage @ Serangoon Garden,1.3651,103.8652,3,http://myvillage.sg/directory/,37,,,http://myvillage.sg/directory/,,,,,,
Nex,1.3506,103.8726,7,https://www.nex.com.sg/Directory/Level/dlymNm0Syjvu4OfYf7Tlrw_3d_3d/Level4R,334,0.3333333333,,https://singmalls.app/en/malls/nex/directory,2010,616000,https://singaporepropertyhighlights.wordpress.com/2012/07/19/ntuc-linked-group-buying-50-of-nex/,,,https://en.wikipedia.org//wiki/Nex
Ngee Ann City,1.3026,103.8346,7,http://www.ngeeanncity.com.sg/shopdirectory/,171,157,"999.9; Optical; 03-09A; ABC Cooking Studio; Lifestyle; 03-12 to 03-12A; Action City; Gifts / Hobbies / Toys; B2-13; Action City Plus; Gifts / Hobbies / Toys; B2-13A; Aesop; Health, Pharmacies, Toiletries & Cosmetics; B1-54; AHKAH; Jewellery & Watches; B1-32; AIX Armani Exchange; Fashion & Accessories; B1-04; Alexis Eyewear; Optical; B1-35; Angus House; Restaurants; 04-25; Aveda; Health, Pharmacies, Toiletries & Cosmetics; B1-44; Bali Thai; Restaurants; 05-29; Bath & Body Works; Health, Pharmacies, Toiletries & Cosmetics; B1-10 to B1-11; Berluti; Fashion & Accessories; 01-13; Best Denki; Appliances; 05-01 to 05-04; Betty Barclay; Fashion & Accessories; 03-13B; Beyond the Vines; Fashion & Accessories; B1-42 to B1-46; Big Mama; Bank & Money Changer / Services; 03-11B; BOGGI MILANO; Fashion & Accessories; 03-03; Books Kinokuniya; Writing Instruments / Books; 04-20 to 04-21; Boss; Fashion & Accessories; 01-14; Bynd Artisan; Lifestyle; B2-38A; BYREDO; Health, Pharmacies, Toiletries & Cosmetics; B1-34; Caring Skin; Hair & Beauty; 05-22; Cartier; Jewellery & Watches; 01-33 &, #02; Celine; Fashion & Accessories; 01-28 to 01-29; Chanel; Fashion & Accessories; 01-25; Chanel Watch and Fine Jewellery Boutique; Jewellery & Watches; 01-04; Charles & Keith; Fashion & Accessories; B2-12 to B2-14; Charlie Tea; Food Specialty; B1-30; Cheryl W Wellness & Weight Management; Hair & Beauty; 05-18 to 05-18A; Chez Vous . Chez Image; Hair & Beauty; 05-05; CHICHA San Chen; Food Specialty; B2-03; Chopard Boutique; Jewellery & Watches; 01-03; Coca; Restaurants; 04-23; Converse; Fashion & Accessories; B2-10A to B2-11; Crystal Jade Kitchen; Restaurants; B2-37A to B2-38; Crystal Jade La Mian Xiao Long Bao; Restaurants; B2-36A; Crystal Jade Palace; Restaurants; 04-19; Cupping Room Coffee Roasters; Cafés; 02-10A; Damiani; Jewellery & Watches; 02-10; DBS Bank; Bank & Money Changer / Services; B2-21 to B2-23; DBS Treasures Centre; Bank & Money Changer / Services; 05-23A to 05-24A; Dior; Fashion & Accessories; 01-07 to 01-09; Diptyque; Health, Pharmacies, Toiletries & Cosmetics; B1-33A; DR. BARBARA STURM; Health, Pharmacies, Toiletries & Cosmetics; 02-12E; DRIPS (EST 2010) Bakery Cafe; Cafés; B2-31; East Ocean Teochew Restaurant; Restaurants; 05-08 to 05-09; Empire Fine Chinese Cuisine; Restaurants; 05-30; Faure Le Page; Leather Goods & Footwear; 02-12F; Fendi; Fashion & Accessories; 01-30 to 01-32; Fila; Fashion & Accessories; B2-39A; Flavours of Ishikawa; Lifestyle; B2-25A; Flipper's; Cafés; B1-56; FRAY I.D; Fashion & Accessories; 03-08B; FREYWILLE; Jewellery & Watches; 03-08A; Genki Sushi; Restaurants; B2-25 to B2-26; Georg Jensen; Jewellery & Watches; B1-03A; GG<5; Fashion & Accessories; B2-37; Goyard; Leather Goods & Footwear; 01-11; Grand jeté cafe & bar; Cafés; 02-11; Guardian; Health, Pharmacies, Toiletries & Cosmetics; B2-15 to B2-20; GUESS; Fashion & Accessories; B1-25; HABA; Health, Pharmacies, Toiletries & Cosmetics; B2-37D; Happy Castle; Educational Toys & Enrichment Centres; 05-05A; Havaianas; Fashion & Accessories; B1-45; Heavenly Wang; Cafés; B2-30; Honeypot Wax Boutique; Hair & Beauty; 05-15; Imperial Treasure Fine Shanghai Cuisine; Restaurants; 04-22; Innisfree; Health, Pharmacies, Toiletries & Cosmetics; B2-34 to B2-35; iROO; Fashion & Accessories; B2-36; Jalan Sriwijaya; Leather Goods & Footwear; 03-02A; Jo Malone London; Health, Pharmacies, Toiletries & Cosmetics; B1-43; JTB; Bank & Money Changer / Services; 03-11C; Kai Duck; Restaurants; 05-10 to 05-11; Kiehl's Since 1851; Health, Pharmacies, Toiletries & Cosmetics; B1-33; kim robinson; Hair & Beauty; 02-12; Kiton; Fashion & Accessories; 03-09B; KOI The Express; Food Specialty; B2-37C; La Perla; Fashion & Accessories; 02-12G; Laura Mercier Paris | New York; Health, Pharmacies, Toiletries & Cosmetics; B1-38; LEGO ® Certified Store (Bricks World); Educational Toys & Enrichment Centres; 05-15A; London Weight Management; Hair & Beauty; 05-21; Louis Vuitton; Fashion & Accessories; 01-20; Lululemon; Fashion & Accessories; 03-12B to 03-13; M.A.C; Health, Pharmacies, Toiletries & Cosmetics; B1-13 to B1-13A; Ma Maison; Restaurants; 04-27; Magosaburo; Restaurants; 05-31; Marie France Van Damme; Fashion & Accessories; 03-07A; Massimo Dutti; Fashion & Accessories; B1-39 to B1-49; Mimi33; Fashion & Accessories; B2-41; Mister Minit; Bank & Money Changer / Services; B2-14A; Mizuki Sushi & Tempura; Restaurants; 05-32; Money Changer; Bank & Money Changer / Services; 03-15A; Montblanc; Writing Instruments / Books; 01-34; MOS Café; Cafés; B2-32; Moynat; Leather Goods & Footwear; 01-10; Mt. Sapola; Health, Pharmacies, Toiletries & Cosmetics; B1-36B; NARS; Health, Pharmacies, Toiletries & Cosmetics; B1-53; Nature's Farm; Health, Pharmacies, Toiletries & Cosmetics; B2-31A; Neals Yard Remedies; Health, Pharmacies, Toiletries & Cosmetics; B1-52; New York Skin Solutions; Hair & Beauty; 05-16 to 05-17; On Pedder; Leather Goods & Footwear; 02-12P to 02-12Q; Onitsuka Tiger; Fashion & Accessories; B1-37; ORBIS; Health, Pharmacies, Toiletries & Cosmetics; B2-03A; Oriental Hair Solutions; Hair & Beauty; 05-19; Osewaya; Fashion & Accessories; B2-11A; Papilla Haircare; Hair & Beauty; 05-25A to 05-25B; Paul; Cafés; 03-16 to 03-17; Pedder Red; Leather Goods & Footwear; 03-04; Pedro; Fashion & Accessories; B2-05; PHS HAIRSCIENCE; Hair & Beauty; 05-25; Piaget; Jewellery & Watches; 02-12A; Pixie Nail Spa; Hair & Beauty; 05-16A; Pomellato; Jewellery & Watches; 02-09A; Pretty Ballerinas; Leather Goods & Footwear; B1-50; Pro Trim (III) Hair Studio; Hair & Beauty; 05-28; Project Açaí; Food Specialty; B2-32A; Rebecca Minkoff; Fashion & Accessories; B1-51; RED VALENTINO; Fashion & Accessories; 03-15; REDS Hairdressing; Hair & Beauty; B2-28; Rue Madame; Fashion & Accessories; 03-13C; Sabon; Health, Pharmacies, Toiletries & Cosmetics; B1-30A; Schönemama; Health, Pharmacies, Toiletries & Cosmetics; 05-20; Seiko; Jewellery & Watches; B1-36; Sephora; Health, Pharmacies, Toiletries & Cosmetics; B1-05; Shanghai Tang; Fashion & Accessories; 03-06 to 03-07; Shunji Matsuo Hair Studio; Hair & Beauty; 05-23; Sincere Fine Watches; Jewellery & Watches; 01-12; sincerewatch.com; Jewellery & Watches; B1-03; SJ Clinic & Surgery; Health, Pharmacies; 05-26; Skechers; Fashion & Accessories; B2-04; Skeda; Fashion & Accessories; B1-13 to B1-13A; snidel; Fashion & Accessories; 03-08; SocietyA; Fashion & Accessories; 03-14A; Solvil et Titus; Jewellery & Watches; B1-36A; Spectacle Hut; Optical; B2-27; Standard Chartered Bank; Bank & Money Changer / Services; B2-39; Steve Madden; Leather Goods & Footwear; B1-27 to B1-28; Sunnyhills; Gourmet Confectionery; B2-27A; Tailored Fashions; Fashion & Accessories; 05-27; Tampopo Grand Sushi &  Shabu Shabu; Restaurants; 04-28; Tampopo Ramen; Cafés; B2-33 to B2-33A; The Closet Lover; Fashion & Accessories; B2-40; The Dark Gallery; Food Specialty; B2-29; The Hour Glass; Jewellery & Watches; 01-02; The Sushi Bar Dining; Restaurants; 05-34 to 05-35; Tiffany & Co.; Jewellery & Watches; 01-05 to #02; TK TrichoKare; Hair & Beauty; 05-22A; Tonkichi; Restaurants; 04-24 to 04-24A; Tudor; Jewellery & Watches; B1-02A; Tumi; Fashion & Accessories; 03-05; Van Cleef & Arpels; Jewellery & Watches; 02-07 to 02-09; Vilebrequin; Fashion & Accessories; 03-09; Watsons; Health, Pharmacies, Toiletries & Cosmetics; B2-06; Yves Rocher; Health, Pharmacies, Toiletries & Cosmetics; B1-37A; Zara; Fashion & Accessories; B1-12 to B1-14; Zell-V Platinum; Health, Pharmacies, Toiletries & Cosmetics; 05-15B",https://singmalls.app/en/malls/ngee-ann-city/directory,1993,255021,https://www.starhillglobalreit.com/ngee-ann-city.html,,,https://en.wikipedia.org//wiki/Ngee_Ann_City
Northpoint City,1.4282,103.8361,6,https://www.northpointcity.com.sg/store.php?CategoryID=594,412,,,https://www.northpointcity.com.sg/store.php?CategoryID=594,1992,500000,https://www.frasersproperty.com/content/dam/frasersproperty//feature/project/frasers_fct/mall-profiles/northpoint-city-ar2020.pdf,Frasers,,"https://en.wikipedia.org//wiki/Northpoint_City,_Singapore"
Northshore Plaza,1.4168,103.9018,3,https://www.sgvue.com/building-directory/singapore-820407-northshore-drive-northshore-plaza-1,38,,,https://www.greatdeals.com.sg/2021/10/15/northshore-plaza-merchant-list,2021,62200,https://pdf.savills.asia/asia-pacific-research/singapore-research/singapore-retail/singapore-retail-briefing-2019q4.pdf,,,
Velocity @ Novena Square,1.3200,103.8439,3,https://www.velocitynovena.com/shopping/category,52,0.3333333333,,https://singmalls.app/en/malls/velocity-novena/directory,2000,170672,https://links.sgx.com/FileOpen/FY2019Presentationslides.ashx?App=Announcement&FileID=598414,,,https://en.wikipedia.org//wiki/Novena_Square_Shopping_Mall
